cabang,Omset Jan25,Omset Mei26,Growth,latitude_cabang,longitude_cabang,Persen Growth,Kategori,lama_buka_bulan,Kategori_By_StdDev,Kategori_By_Percentile,Kategori_Atasan,Kategori_Hibrida,Kategori_Baru,Z_Score,Kategori_ZScore,Kategori_IQR
CKR028,717000000,1044700000,327700000,-6.245373,107.089236,0.4570432357,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09680843998288836,Sedang,Sedang
IDM005,758400000,1039900000,281500000,-6.377924,108.293203,0.3711761603,Sangat Baik,49,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11350532593773699,Sedang,Sedang
GRT009,730950000,1035000000,304050000,-7.17737,107.979172,0.4159655243,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10479601681995838,Sedang,Sedang
KWG019,840700000,1034050000,193350000,-6.288839,107.384712,0.2299869157,Baik,53,Sedang,Sedang,Baik,Sedang,Sedang,-0.14095962904699866,Sedang,Sedang
GGP025,842000000,1030450000,188450000,-6.104524,106.70658,0.2238123515,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.14216027543897175,Sedang,Sedang
CPT007,713550000,1023900000,310350000,-6.262875,106.728049,0.4349379861,Sangat Baik,84,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10110681429988139,Sedang,Sedang
SOR008,959500000,1022800000,63300000,-7.010125,107.629672,0.06597186034,Baik,53,Sedang,Sedang,Baik,Rendah,Rendah,-0.17285241986894045,Sedang,Sedang
SNG021,622000000,1019750000,397750000,-6.5586071,107.7985612,0.6394694534,Sangat Baik,21,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06133559153751919,Sedang,Sedang
CJR007,1521950000,1018100000,-503850000,-6.718645,107.031109,-0.3310555537,Kurang Baik,45,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.25005455377525426,Sedang,Rendah
TNG004,762100000,1017400000,255300000,-6.222147,106.698656,0.3349954074,Baik,96,Sedang,Sedang,Baik,Sedang,Sedang,-0.1205406873043343,Sedang,Sedang
CLG001,791850000,1014250000,222400000,-6.016997,106.056257,0.2808612742,Baik,54,Sedang,Sedang,Baik,Sedang,Sedang,-0.13106709039998446,Sedang,Sedang
TGR020,1052800000,1012400000,-40400000,-6.170292,106.439589,-0.03837386018,Kurang Baik,64,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19314248549983473,Sedang,Rendah
DPK018,1018100000,1010250000,-7850000,-6.450528,106.800069,-0.007710441018,Kurang Baik,105,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18717997180819415,Sedang,Rendah
KYB018,789550000,1009650000,220100000,-6.22543,106.77853,0.2787663859,Baik,65,Sedang,Sedang,Baik,Sedang,Sedang,-0.13147444223851285,Sedang,Sedang
KDL003,359600000,1008000000,648400000,-6.926389,110.155285,1.803114572,Sangat Baik,30,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.16493565092266707,Sedang,Tinggi
CKG017,948800000,1007900000,59100000,-6.195969,106.935189,0.06228920742,Baik,108,Sedang,Sedang,Baik,Rendah,Rendah,-0.17356851315067962,Sedang,Sedang
KWG050,551600000,1003900000,452300000,-6.3412026,107.2518091,0.8199782451,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.026235587317945834,Sedang,Tinggi
TNA003,934150000,1001900000,67750000,-6.180133,106.859471,0.07252582562,Baik,127,Sedang,Sedang,Baik,Rendah,Rendah,-0.1715779987905186,Sedang,Sedang
CPT012,768050000,1001500000,233450000,-6.260468,106.740046,0.3039515657,Baik,68,Sedang,Sedang,Baik,Sedang,Sedang,-0.126577174305326,Sedang,Sedang
MGW003,584300000,1001250000,416950000,-8.612982,115.175931,0.7135889098,Sangat Baik,40,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.04692303463161374,Sedang,Sedang
DPR005,632950000,998650000,365700000,-8.676198,115.20756,0.577770756,Sangat Baik,96,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07333292706166021,Sedang,Sedang
KYB029,560100000,993500000,433400000,-6.234619,106.859998,0.7737903946,Sangat Baik,42,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.03521683267544286,Sedang,Tinggi
KWG014,844600000,992400000,147800000,-6.301597,107.326005,0.17499408,Baik,58,Sedang,Sedang,Baik,Sedang,Sedang,-0.15165300717521926,Sedang,Sedang
BKS039,948750000,990000000,41250000,-6.239321,107.023845,0.04347826087,Baik,69,Sedang,Sedang,Baik,Rendah,Rendah,-0.17722630896805183,Sedang,Sedang
BKS020,1082050000,987700000,-94350000,-6.243184,107.037521,-0.08719560094,Kurang Baik,94,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2026358918350283,Sedang,Rendah
SNG003,870150000,984800000,114650000,-6.565603,107.755028,0.1317588921,Baik,52,Sedang,Sedang,Baik,Sedang,Sedang,-0.1600601061504657,Sedang,Sedang
SNG002,771900000,982300000,210400000,-6.288749,107.820674,0.2725741676,Baik,54,Sedang,Sedang,Baik,Sedang,Sedang,-0.13267852147704515,Sedang,Sedang
GRT014,910050000,979050000,69000000,-7.219397,107.840302,0.07582000989,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.17093744338771463,Sedang,Sedang
KWG056,341250000,978950000,637700000,-6.330319,107.284307,1.868717949,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.17769225290217205,Sedang,Extreme High
CBI005,806700000,978050000,171350000,-6.466449,106.839501,0.2124085782,Baik,86,Sedang,Sedang,Baik,Sedang,Sedang,-0.14437774355883096,Sedang,Sedang
KWG007,780250000,977400000,197150000,-6.30081,107.293965,0.2526754245,Baik,67,Sedang,Sedang,Baik,Sedang,Sedang,-0.1365478397534369,Sedang,Sedang
BTG002,835150000,975300000,140150000,-6.909766,109.738125,0.1678141651,Baik,33,Sedang,Sedang,Baik,Sedang,Sedang,-0.15304914439885664,Sedang,Sedang
CKR004,661950000,973700000,311750000,-6.273761,107.102641,0.4709570209,Sangat Baik,83,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09410289908024967,Sedang,Sedang
CKR032,469300000,970600000,501300000,-6.335656,107.04541,1.068186661,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.022028634958290386,Sedang,Tinggi
CKG011,1040650000,965900000,-74750000,-6.196607,106.891197,-0.07183010618,Kurang Baik,123,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19964806544811095,Sedang,Rendah
SKB004,1254650000,965750000,-288900000,-6.921293,106.947734,-0.2302634201,Kurang Baik,54,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2304554844925817,Sedang,Rendah
PWT014,596850000,964300000,367450000,-7.441576,109.237305,0.615648823,Sangat Baik,26,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06596752231318179,Sedang,Sedang
BDG017,337050000,963500000,626450000,-6.9158746,107.7045054,1.858626317,Sangat Baik,21,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.17572993116456337,Sedang,Extreme High
CKR018,669400000,963500000,294100000,-6.371992,107.007454,0.4393486705,Sangat Baik,57,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10024915501584772,Sedang,Sedang
GGP024,583850000,961050000,377200000,-6.207106,106.770004,0.6460563501,Sangat Baik,43,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06005476693176737,Sedang,Sedang
GGP032,581800000,959850000,378050000,-6.138157,106.815652,0.6497937436,Sangat Baik,104,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05932802932311821,Sedang,Sedang
CBN002,1138250000,958700000,-179550000,-6.731882,108.565397,-0.157742148,Kurang Baik,55,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21635369514068487,Sedang,Rendah
KYB004,801600000,958700000,157100000,-6.254488,106.842631,0.1959830339,Baik,129,Sedang,Sedang,Baik,Sedang,Sedang,-0.14757169698796352,Sedang,Sedang
BGR007,846000000,958300000,112300000,-6.654953,106.846503,0.1327423168,Baik,72,Sedang,Sedang,Baik,Sedang,Sedang,-0.1598688788379645,Sedang,Sedang
CKR029,669600000,957100000,287500000,-6.35794,107.118621,0.4293608124,Sangat Baik,29,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10219129787854629,Sedang,Sedang
SBR029,418000000,957100000,539100000,-6.580388,108.508163,1.289712919,Sangat Baik,27,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06510450133198517,Sedang,Tinggi
CBI056,860750000,954250000,93500000,-6.7076795,106.8222265,0.1086261981,Baik,65,Sedang,Sedang,Baik,Sedang,Sedang,-0.16455826742761587,Sedang,Sedang
CKG012,971250000,950450000,-20800000,-6.266678,106.865981,-0.02141570142,Kurang Baik,123,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.1898449649833745,Sedang,Rendah
CBI025,831850000,949400000,117550000,-6.57564,106.636835,0.1413115345,Baik,62,Sedang,Sedang,Baik,Sedang,Sedang,-0.15820259114861843,Sedang,Sedang
PWK001,873150000,947750000,74600000,-6.560656,107.44082,0.08543778274,Baik,63,Sedang,Sedang,Baik,Rendah,Rendah,-0.16906726374472553,Sedang,Sedang
DPK044,901800000,946050000,44250000,-6.436003,106.850039,0.04906852961,Baik,44,Sedang,Sedang,Baik,Rendah,Rendah,-0.17613927905380444,Sedang,Sedang
PWK010,814900000,945250000,130350000,-6.636211,107.395081,0.1599582771,Baik,41,Sedang,Sedang,Baik,Sedang,Sedang,-0.15457672485270385,Sedang,Sedang
BKS026,938050000,939450000,1400000,-6.179958,107.003914,0.001492457758,Baik,84,Sedang,Rendah,Baik,Rendah,Rendah,-0.1853904645890291,Sedang,Rendah
TGR013,890100000,938950000,48850000,-6.117794,106.58128,0.05488147399,Baik,72,Sedang,Sedang,Baik,Rendah,Rendah,-0.17500894977540982,Sedang,Sedang
DPK009,1134550000,936350000,-198200000,-6.392166,106.837401,-0.1746948129,Kurang Baik,117,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21965014737394756,Sedang,Rendah
CBI060,514550000,934700000,420150000,-6.34224,106.5660912,0.8165387232,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.026904403679001303,Sedang,Tinggi
CKG041,601750000,933800000,332050000,-6.308745,106.875223,0.5518072289,Sangat Baik,61,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07838154492776168,Sedang,Sedang
BKS027,993600000,933300000,-60300000,-6.316259,107.007919,-0.0606884058,Kurang Baik,82,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19748155750870167,Sedang,Rendah
SBR038,480850000,932950000,452100000,-6.676014,108.452032,0.9402100447,Sangat Baik,25,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.002856467478172934,Sedang,Tinggi
CPT003,613750000,931950000,318200000,-6.323899,106.767247,0.5184521385,Sangat Baik,96,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08486745513057342,Sedang,Sedang
KDL005,329900000,930000000,600100000,-7.089627,110.049402,1.819036072,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.16803159274311164,Sedang,Tinggi
BGR012,894350000,928750000,34400000,-6.609365,106.792394,0.03846368871,Baik,54,Sedang,Sedang,Baik,Rendah,Rendah,-0.17820139446010852,Sedang,Sedang
KWG006,542300000,927550000,385250000,-6.296967,107.293055,0.7104001475,Sangat Baik,67,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.04754309069166002,Sedang,Sedang
CKR019,849900000,927400000,77500000,-6.253261,107.157501,0.09118719849,Baik,57,Sedang,Sedang,Baik,Rendah,Rendah,-0.16794928763295547,Sedang,Sedang
CBI006,646350000,925650000,279300000,-6.601787,106.761719,0.4321188211,Sangat Baik,83,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10165500202228402,Sedang,Sedang
GGP018,439600000,921800000,482200000,-6.177964,106.722635,1.096906278,Sangat Baik,68,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.027613175569253526,Sedang,Tinggi
KNG007,747200000,916500000,169300000,-6.870384,108.497509,0.2265792291,Baik,41,Sedang,Sedang,Baik,Sedang,Sedang,-0.14162225502168121,Sedang,Sedang
TNG011,625600000,916200000,290600000,-6.18,106.593934,0.4645140665,Sangat Baik,83,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.0953557340502071,Sedang,Sedang
PWT008,679000000,911200000,232200000,-7.397257,109.232056,0.3419734904,Baik,29,Sedang,Sedang,Baik,Sedang,Sedang,-0.1191837963715558,Sedang,Sedang
SNG012,660900000,910550000,249650000,-6.38196,107.797955,0.3777424724,Sangat Baik,41,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1122285040154005,Sedang,Sedang
CKR008,900350000,910400000,10050000,-6.259236,107.147131,0.01116232576,Baik,81,Sedang,Rendah,Baik,Rendah,Rendah,-0.18351015502362572,Sedang,Rendah
DPK013,897550000,910350000,12800000,-6.407324,106.756086,0.01426104395,Baik,115,Sedang,Rendah,Baik,Rendah,Rendah,-0.18290760807552453,Sedang,Rendah
DPR012,645300000,908550000,263250000,-8.68448,115.241878,0.4079497908,Sangat Baik,41,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10635467929297841,Sedang,Sedang
BBS003,717400000,907600000,190200000,-6.871491,109.04162,0.2651240591,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.13412719795049294,Sedang,Sedang
CKG033,685350000,906550000,221200000,-6.327967,106.850242,0.3227547968,Baik,74,Sedang,Sedang,Baik,Sedang,Sedang,-0.12292087876018433,Sedang,Sedang
UNR002,384100000,905950000,521850000,-7.220477,110.430893,1.358630565,Sangat Baik,31,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.07850556419779492,Sedang,Tinggi
SRG011,824300000,905900000,81600000,-6.23513,106.207932,0.09899308504,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.1664314299803605,Sedang,Sedang
BDG007,573600000,902950000,329350000,-6.902131,107.657982,0.5741806137,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07403103161763278,Sedang,Sedang
KWG020,1009750000,900300000,-109450000,-6.249339,107.594502,-0.1083931666,Kurang Baik,53,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20675776665953685,Sedang,Rendah
UNR001,576600000,899300000,322700000,-7.255849,110.406845,0.5596600763,Sangat Baik,31,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07685455571975809,Sedang,Sedang
GGP029,585450000,899250000,313800000,-6.181433,106.762358,0.5359979503,Sangat Baik,32,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08145566525366053,Sedang,Sedang
TNG005,620050000,898800000,278750000,-6.23398,106.738341,0.4495605193,Sangat Baik,95,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.0982634570750773,Sedang,Sedang
SNG008,713100000,898000000,184900000,-6.454915,107.813345,0.2592904221,Baik,47,Sedang,Sedang,Baik,Sedang,Sedang,-0.1352615509168336,Sedang,Sedang
KWG022,740150000,893200000,153050000,-6.19196,107.475805,0.206782409,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.14547175433138235,Sedang,Sedang
PWK006,819400000,892650000,73250000,-6.643966,107.386177,0.08939467903,Baik,49,Sedang,Sedang,Baik,Rendah,Rendah,-0.16829784373383633,Sedang,Sedang
CBI040,588400000,890950000,302550000,-6.563816,106.864968,0.5141910265,Sangat Baik,54,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08569603000369455,Sedang,Sedang
CBI043,607450000,890550000,283100000,-6.574485,106.663574,0.4660465882,Sangat Baik,51,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09505773461411321,Sedang,Sedang
TGR045,280700000,888150000,607450000,-6.1629147,106.5743766,2.16405415,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.23512049118167505,Sedang,Extreme High
RKB001,1192100000,887600000,-304500000,-6.351224,106.252254,-0.2554315913,Kurang Baik,53,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2353494450969335,Sedang,Rendah
BKS011,974400000,886700000,-87700000,-6.296356,106.921404,-0.09000410509,Kurang Baik,112,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2031820065510335,Sedang,Rendah
CBI008,737200000,885050000,147850000,-6.434792,107.046377,0.2005561584,Baik,79,Sedang,Sedang,Baik,Sedang,Sedang,-0.14668245116378556,Sedang,Sedang
CJR010,756950000,884300000,127350000,-6.824355,107.145248,0.168240967,Baik,42,Sedang,Sedang,Baik,Sedang,Sedang,-0.15296615260466292,Sedang,Sedang
BKS012,801050000,878050000,77000000,-6.377265,106.919178,0.09612383746,Baik,110,Sedang,Sedang,Baik,Rendah,Rendah,-0.16698935627977524,Sedang,Sedang
NPH018,0,875550000,875550000,-6.73879,107.362625,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
MJL001,798650000,873100000,74450000,-6.732242,108.262443,0.09321980843,Baik,52,Sedang,Sedang,Baik,Rendah,Rendah,-0.16755404584556752,Sedang,Sedang
DPR014,460400000,872550000,412150000,-8.621368,115.223637,0.8951998262,Sangat Baik,41,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.011608721838722835,Sedang,Tinggi
BKS007,1162800000,871550000,-291250000,-6.262293,106.987261,-0.2504729962,Kurang Baik,116,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23438524436580008,Sedang,Rendah
BKS032,789550000,871450000,81900000,-6.182332,106.990716,0.1037299728,Baik,76,Sedang,Sedang,Baik,Sedang,Rendah,-0.16551034032706557,Sedang,Sedang
GGP022,574650000,870650000,296000000,-6.158264,106.705165,0.5150961455,Sangat Baik,49,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08552002926478308,Sedang,Sedang
IDM017,446950000,869500000,422550000,-6.3362279,108.3348446,0.9454077637,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.0018457690123864813,Sedang,Tinggi
CJR004,1096900000,868600000,-228300000,-6.813535,107.25206,-0.2081320084,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.22615202294514558,Sedang,Rendah
KWG010,812250000,860900000,48650000,-6.409114,107.467291,0.05989535242,Baik,67,Sedang,Sedang,Baik,Rendah,Rendah,-0.1740339991794194,Sedang,Sedang
KYB033,343700000,860850000,517150000,-6.2084054,106.8414774,1.504655223,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.10690011530907892,Sedang,Tinggi
KYB022,572600000,860500000,287900000,-6.318944,106.825058,0.5027942717,Sangat Baik,62,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.08791213337351975,Sedang,Sedang
TGR004,596300000,860500000,264200000,-6.230739,106.614622,0.443065571,Sangat Baik,87,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09952640227895852,Sedang,Sedang
TNG019,720100000,859850000,139750000,-6.207442,106.714253,0.194070268,Baik,61,Sedang,Sedang,Baik,Sedang,Sedang,-0.14794363505551558,Sedang,Sedang
BJR001,881500000,859550000,-21950000,-7.379512,108.538517,-0.02490073738,Kurang Baik,46,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19052263157096466,Sedang,Rendah
KWG005,747700000,857650000,109950000,-6.366778,107.367373,0.1470509563,Baik,68,Sedang,Sedang,Baik,Sedang,Sedang,-0.15708655836428337,Sedang,Sedang
KWG027,789100000,857450000,68350000,-6.101347,107.366859,0.0866176657,Baik,43,Sedang,Sedang,Baik,Rendah,Rendah,-0.16883783504773758,Sedang,Sedang
MDN003,96450000,856850000,760400000,-3.581405,98.703804,7.883877657,Sangat Baik,19,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,1.3473423798782742,Baik,Extreme High
KWG025,820450000,856700000,36250000,-6.361975,107.54007,0.04418307027,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.17708925850817664,Sedang,Sedang
GRT020,576100000,855150000,279050000,-7.035149,107.979996,0.4843777122,Sangat Baik,34,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.09149324047679236,Sedang,Sedang
TNA001,714150000,852700000,138550000,-6.170378,106.866119,0.1940068613,Baik,128,Sedang,Sedang,Baik,Sedang,Sedang,-0.14795596451280457,Sedang,Sedang
GGP002,692950000,847400000,154450000,-6.164994,106.782487,0.2228876542,Baik,126,Sedang,Sedang,Baik,Sedang,Sedang,-0.14234008318587513,Sedang,Sedang
GRT021,608200000,845300000,237100000,-7.211796,107.907768,0.3898388688,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10987635506640482,Sedang,Sedang
BDG009,623450000,844700000,221250000,-6.925748,107.588699,0.3548801027,Sangat Baik,44,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11667410062807475,Sedang,Sedang
GIN002,339550000,844700000,505150000,-8.515099,115.269755,1.487704315,Sangat Baik,27,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.10360400470569936,Sedang,Tinggi
CMH003,719800000,843100000,123300000,-6.89711,107.558456,0.1712975827,Baik,60,Sedang,Sedang,Baik,Sedang,Sedang,-0.15237179250199312,Sedang,Sedang
CKR036,194750000,842150000,647400000,-6.272576,107.17571,3.324261874,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.4607233309351119,Sedang,Extreme High
BGR001,569000000,842100000,273100000,-6.554992,106.817661,0.4799648506,Sangat Baik,85,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09235132311820639,Sedang,Sedang
KBM004,358150000,840850000,482700000,-7.608581,109.515427,1.347759319,Sangat Baik,28,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.07639164621696773,Sedang,Tinggi
CKG036,707800000,839800000,132000000,-6.169849,106.934646,0.1864933597,Baik,71,Sedang,Sedang,Baik,Sedang,Sedang,-0.1494169677990161,Sedang,Sedang
DPK025,781650000,839700000,58050000,-6.330778,106.797667,0.07426597582,Baik,77,Sedang,Sedang,Baik,Rendah,Rendah,-0.17123962591245842,Sedang,Sedang
SNG011,696250000,839650000,143400000,-6.468619,107.809798,0.2059605027,Baik,46,Sedang,Sedang,Baik,Sedang,Sedang,-0.14563157432866006,Sedang,Sedang
CKR001,825800000,838300000,12500000,-6.266507,107.017089,0.01513683701,Baik,93,Sedang,Rendah,Baik,Rendah,Rendah,-0.18273730977696542,Sedang,Rendah
DPR009,513750000,838100000,324350000,-8.695327,115.226975,0.6313381995,Sangat Baik,61,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06291671699690823,Sedang,Sedang
CKR026,799800000,837550000,37750000,-6.228392,107.159217,0.04719929982,Baik,50,Sedang,Sedang,Baik,Rendah,Rendah,-0.17650275150796274,Sedang,Sedang
CPT011,631450000,831750000,200300000,-6.308144,106.747688,0.3172064296,Baik,71,Sedang,Sedang,Baik,Sedang,Sedang,-0.12399976090380539,Sedang,Sedang
BDG001,586650000,831350000,244700000,-6.947583,107.588389,0.4171141226,Sangat Baik,60,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1045726714371828,Sedang,Sedang
PDR001,330250000,827650000,497400000,-7.697105,108.500282,1.506131718,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.10718722033173238,Sedang,Tinggi
KWG030,700100000,826550000,126450000,-6.300064,107.567243,0.1806170547,Baik,40,Sedang,Sedang,Baik,Sedang,Sedang,-0.1505596175744259,Sedang,Sedang
GGP020,406100000,825750000,419650000,-6.214011,106.738156,1.033366166,Sangat Baik,61,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.01525777626538589,Sedang,Tinggi
DPK017,467800000,822150000,354350000,-6.331549,106.78338,0.7574818298,Sangat Baik,108,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.038388039395648194,Sedang,Tinggi
CJR003,677650000,822050000,144400000,-6.809038,107.152268,0.2130893529,Baik,50,Sedang,Sedang,Baik,Sedang,Sedang,-0.14424536665564783,Sedang,Sedang
MJL012,529100000,821300000,292200000,-6.737445,108.346262,0.5522585523,Sangat Baik,30,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07829378491842806,Sedang,Sedang
KWG062,0,821250000,821250000,-6.336472,107.296042,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SKB005,705050000,820000000,114950000,-6.930549,106.932587,0.1630380824,Baik,25,Sedang,Sedang,Baik,Sedang,Sedang,-0.1539778555233632,Sedang,Sedang
CBI059,388650000,818950000,430300000,-6.3521184,106.5677336,1.10716583,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.0296081494156766,Sedang,Tinggi
CKG037,909900000,818850000,-91050000,-6.206584,106.935197,-0.1000659413,Kurang Baik,70,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20513853448577596,Sedang,Rendah
CBI055,919300000,815400000,-103900000,-6.55922,106.712131,-0.1130207767,Kurang Baik,76,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2076576072296654,Sedang,Rendah
CKG001,792200000,814800000,22600000,-6.189655,106.890988,0.02852814946,Baik,128,Sedang,Rendah,Baik,Rendah,Rendah,-0.18013336390223034,Sedang,Rendah
CKG032,604950000,813750000,208800000,-6.342554,106.907681,0.3451524919,Baik,76,Sedang,Sedang,Baik,Sedang,Sedang,-0.11856563830283702,Sedang,Sedang
KYB014,720450000,812800000,92350000,-6.330574,106.834089,0.128183774,Baik,102,Sedang,Sedang,Baik,Sedang,Sedang,-0.16075528924494914,Sedang,Sedang
SBM013,564300000,808550000,244250000,-6.97704,106.849327,0.4328371434,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10151532397378808,Sedang,Sedang
KNG005,727700000,806400000,78700000,-6.983945,108.484506,0.1081489625,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.16465106607424118,Sedang,Sedang
BKS023,909050000,805900000,-103150000,-6.229036,106.954697,-0.1134701062,Kurang Baik,92,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20774497952437437,Sedang,Rendah
CKR016,854250000,805850000,-48400000,-6.152779,106.990592,-0.05665788704,Kurang Baik,59,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19669782158010385,Sedang,Rendah
SMD009,697700000,805300000,107600000,-6.814578,107.952753,0.1542210119,Baik,45,Sedang,Sedang,Baik,Sedang,Sedang,-0.1556923382853365,Sedang,Sedang
KWG004,919200000,804900000,-114300000,-6.162413,107.298397,-0.1243472585,Kurang Baik,69,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20986004598751629,Sedang,Rendah
SRG003,1174850000,803100000,-371750000,-6.135639,106.2305,-0.3164233732,Kurang Baik,58,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.24720932062924147,Sedang,Rendah
CBI020,628650000,799500000,170850000,-6.445979,106.9126229,0.2717728466,Baik,70,Sedang,Sedang,Baik,Sedang,Sedang,-0.13283433865479224,Sedang,Sedang
GRT003,787450000,798300000,10850000,-7.198555,107.903144,0.01377865261,Baik,52,Sedang,Rendah,Baik,Rendah,Rendah,-0.18300140925778288,Sedang,Rendah
CBI024,552750000,797600000,244850000,-6.490928,106.794687,0.4429669833,Sangat Baik,65,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09954557269527681,Sedang,Sedang
